,项目批准号,项目类别,学科分类,项目名称,立项时间,项目负责人,专业职务,工作单位,单位类别,所在省区市,所属系统,成果名称,成果形式,成果等级,结项时间,结项证书号,出版社,出版时间,作者,获奖情况
1,18BGL094,一般项目,管理学,全球减税背景下所得税制度对中国企业OFDI布局的影响研究,2018-06-21,冯华,正高级,山东女子学院,,山东,高等院校、其他学校,,,,,,,,,
2,18BGL095,一般项目,管理学,人工智能驱动制造型企业服务化转型升级路径研究,2018-06-21,窦润亮,副高级,天津大学,985高校211高校,天津,高等院校、其他学校,,,,,,,,,
3,18BGL096,一般项目,管理学,新时代中国培育世界一流制造企业研究,2018-06-21,张振刚,正高级,华南理工大学,985高校211高校,广东,高等院校、其他学校,,,,,,,,,
4,18BGL097,一般项目,管理学,互联网平台公司社会责任风险的产生机制及防控策略研究,2018-06-21,沈奇泰松,副高级,浙江大学城市学院,,浙江,高等院校、其他学校,,,,,,,,,
5,18BGL098,一般项目,管理学,基于企业战略价值的社会责任投入机理与回报效应研究,2018-06-21,刘建秋,正高级,湖南商学院,,湖南,高等院校、其他学校,,,,,,,,,
6,18BGL099,一般项目,管理学,企业社会责任差异化的消费者响应机制与构建方法研究,2018-06-21,李金华,正高级,华南师范大学,211高校,广东,高等院校、其他学校,,,,,,,,,
7,18BGL100,一般项目,管理学,“区块链+”生态农产品供应链的融合创新研究,2018-06-21,胡森森,中级,重庆工商大学,,重庆,高等院校、其他学校,,,,,,,,,
8,18BGL101,一般项目,管理学,“一带一路”倡议下国际供应链金融风险传播与防范研究,2018-06-21,傅培华,正高级,浙江工商大学,,浙江,高等院校、其他学校,,,,,,,,,
9,18BGL102,一般项目,管理学,大数据驱动的C2B供应链客户知识融合创新机制研究,2018-06-21,沈娜利,中级,西南政法大学,,重庆,高等院校、其他学校,,,,,,,,,
10,18BGL103,一般项目,管理学,港航绿色供应链碳减排交易机制及其契约协调机理研究,2018-06-21,孟燕萍,中级,上海海事大学,,上海,高等院校、其他学校,,,,,,,,,
11,18BGL104,一般项目,管理学,供应链契约的产业适应性研究,2018-06-21,蹇明,正高级,西南交通大学,211高校,四川,高等院校、其他学校,,,,,,,,,
12,18BGL105,一般项目,管理学,跨境电子商务供应链脆弱性及弹性结构优化路径研究,2018-06-21,贾甫,正高级,闽江学院,,福建,高等院校、其他学校,,,,,,,,,
13,18BGL106,一般项目,管理学,企业社会责任视角下绿色供应链的产销协同研究,2018-06-21,林志炳,副高级,福州大学,211高校,福建,高等院校、其他学校,,,,,,,,,
